File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,participants,Stat
NA,eng,Leadholm Miller 1992,NA,7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,170,100,NA,5.92,NA,NA,NA,NA,540,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,17,2,NA,NA,5,6,NA,NA,NA,NA,NA,50,Mean
NA,eng,Leadholm Miller 1992,NA,7;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,32,100,NA,0.9,NA,NA,NA,NA,83,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,2,NA,NA,3,5,NA,NA,NA,NA,NA,50,SD
NA,eng,Leadholm Miller 1992,NA,9;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,181,100,NA,6.5,NA,NA,NA,NA,592,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,20,3,NA,NA,4,6,NA,NA,NA,NA,NA,27,Mean
NA,eng,Leadholm Miller 1992,NA,9;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,31,100,NA,10.6,NA,NA,NA,NA,95,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,2,NA,NA,2,3,NA,NA,NA,NA,NA,27,SD
NA,eng,Leadholm Miller 1992,NA,11;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,169,100,NA,7.62,NA,NA,NA,NA,693,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,20,5,NA,NA,6,7,NA,NA,NA,NA,NA,27,Mean
NA,eng,Leadholm Miller 1992,NA,11;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,38,100,NA,1.94,NA,NA,NA,NA,175,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,4,NA,NA,4,5,NA,NA,NA,NA,NA,27,SD
NA,eng,Leadholm Miller 1992,NA,13;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,200,100,NA,6.99,NA,NA,NA,NA,637,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,19,1,NA,NA,7,5,NA,NA,NA,NA,NA,27,Mean
NA,eng,Leadholm Miller 1992,NA,13;0,NA,TD,NA,NA,NA,NA,NA,NA,Conversation,NA,43,100,NA,1.43,NA,NA,NA,NA,134,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,1,NA,NA,3,4,NA,NA,NA,NA,NA,27,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;4 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,40.5,37.54,6.76,6.89,NA,NA,NA,93.93,255.65,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;4 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,24,21,4.74,4.76,NA,NA,NA,50,117,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;4 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,90,89,8.68,8.89,NA,NA,NA,215,707,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;4 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,11.74,11.52,0.93,0.96,NA,NA,NA,25.6,96.04,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,40.61,38.78,7.3,7.44,NA,NA,NA,101.24,281.96,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,27,25,4.98,5.1,NA,NA,NA,71,169,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,68,65,10,10.18,NA,NA,NA,149,536,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,8.76,7.99,0.93,0.94,NA,NA,NA,15.52,62.56,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,40.66,37.79,7.05,7.18,NA,NA,NA,97.29,266.34,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,22,21,4.98,5.1,NA,NA,NA,65,118,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,73,72,10,10.18,NA,NA,NA,165,539,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,9.68,9.08,1.08,1.09,NA,NA,NA,18.29,73.77,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,41.91,40.22,7.43,7.58,NA,NA,NA,105.24,299.62,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,27,22,4.89,4.91,NA,NA,NA,56,123,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,85,81,10.85,11.11,NA,NA,NA,184,670,NA,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,9.73,9.46,1.09,1.1,NA,NA,NA,19.64,84.79,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,42.72,40.48,7.29,7.42,NA,NA,NA,103.08,295.88,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,25,22,5.1,5.24,NA,NA,NA,56,123,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,92,79,9.59,9.78,NA,NA,NA,186,601,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,12.44,11.22,1,1.02,NA,NA,NA,22.58,93.28,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;6 to 10;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,44.27,43.07,7.65,7.84,NA,NA,NA,106.27,327.13,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;6 to 10;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,30,29,6.59,6.81,NA,NA,NA,74,211,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;6 to 10;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,62,61,9.9,10.21,NA,NA,NA,132,453,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;6 to 10;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,10.24,10.06,0.88,0.93,NA,NA,NA,16.59,72.75,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,42.87,41.54,7.7,7.85,NA,NA,NA,109.13,320.12,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,28,27,5.74,5.82,NA,NA,NA,75,181,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,85,81,10.33,10.67,NA,NA,NA,184,670,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FGTD,NA,9.87,9.37,0.97,0.99,NA,NA,NA,17.64,83.09,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,5;10 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,36.43,30.86,5.83,5.97,NA,NA,NA,73.14,176.71,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,5;10 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,23,19,5.21,5.32,NA,NA,NA,61,142,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,5;10 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,43,37,7.47,7.68,NA,NA,NA,90,216,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,5;10 to 6;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,6.58,5.98,0.77,0.81,NA,NA,NA,10.64,25.4,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,40.58,36.45,6.04,6.2,NA,NA,NA,84.38,221.56,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,21,16,4.08,4.24,NA,NA,NA,36,71,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,84,68,8.35,8.65,NA,NA,NA,138,375,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;6 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,11.81,10.32,0.85,0.88,NA,NA,NA,19.13,70.7,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,40.14,34.73,5.94,6.11,NA,NA,NA,80.34,209.32,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,20,14,3.71,3.94,NA,NA,NA,35,63,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,74,72,7.25,7.45,NA,NA,NA,132,448,NA,NA,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;0 to 6;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,11.7,11.5,0.77,0.77,NA,NA,NA,20.51,80.26,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,43.9,40.36,6.41,6.58,NA,NA,NA,92.22,257.57,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,18,14,4.52,4.61,NA,NA,NA,45,77,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,89,84,10.14,10.48,NA,NA,NA,162,534,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,13.55,12.54,0.91,0.94,NA,NA,NA,21.39,82.9,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,44.58,40.99,6.36,6.53,NA,NA,NA,93.11,263.06,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,25,22,4.96,5.15,NA,NA,NA,52,122,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,74,71,8.94,9.29,NA,NA,NA,174,491,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;6 to 8;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,9.73,10.34,0.76,0.8,NA,NA,NA,21.15,79.71,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,45.43,42.46,6.6,6.79,NA,NA,NA,97.96,280.66,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,24,22,4.71,4.94,NA,NA,NA,52,123,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,84,78,9.21,9.38,NA,NA,NA,156,480,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;0 to 8;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,10.21,10.06,0.78,0.81,NA,NA,NA,17.62,73.89,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,45.11,42.52,6.72,6.88,NA,NA,NA,96.53,286.05,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,27,24,5.04,5.2,NA,NA,NA,60,146,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,81,73,8.94,9.03,NA,NA,NA,147,503,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,8;6 to 9;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,8.66,8.16,0.74,0.76,NA,NA,NA,15.46,65.87,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;11,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,43.62,40.46,6.43,6.62,NA,NA,NA,90.46,260.77,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;11,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,31,30,5.14,5.23,NA,NA,NA,68,180,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;11,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,57,55,7.15,7.35,NA,NA,NA,126,393,NA,NA,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,9;0 to 9;11,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- FWAY,NA,8.48,8.5,0.51,0.55,NA,NA,NA,15.26,62.17,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;9 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,46.64,43.91,6.5,6.65,NA,NA,NA,95.36,291.36,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;9 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,32,30,4.79,4.88,NA,NA,NA,63,158,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;9 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,87,80,8,8.17,NA,NA,NA,132,515,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,Max
NA,spa,SALT Monolingual Spanish Story Retell,NA,6;9 to 7;0,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,17.58,16.42,1.07,1.11,NA,NA,NA,22.48,128.76,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,SD
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,48.43,44.74,6.38,6.58,NA,NA,NA,93.7,286.35,NA,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Mean
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,27,19,4.68,4.79,NA,NA,NA,41,89,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Min
NA,spa,SALT Monolingual Spanish Story Retell,NA,7;0 to 7;6,NA,TD,NA,NA,NA,NA,NA,NA,Narrative retell-- OFTM,NA,81,79,8.57,8.75,NA,NA,NA,122,462,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Max
